"headword"	"type"	"comment"	"number"	"verses"
"dominus, domini"	""	""	"13:25"	"la : Cum ergo recumberet ille ita supra pectus Iesu, dicit ei: “ Domine, quis est? ”.
en: He leaned back against Jesus' chest and said to him, ""Master, who is it?"
"dominus, domini"	""	""	"14:8"	"la : Dicit ei Philippus: “ Domine, ostende nobis Patrem, et sufficit nobis ”.
en: Philip said to him, ""Master, show us the Father, and that will be enough for us."
"dominus, domini"	""	""	"20:15"	"la : Dicit ei Iesus: “ Mulier, quid ploras? Quem quaeris? ”. Illa, existimans quia hortulanus esset, dicit ei: “ Domine, si tu sustulisti eum, dicito mihi, ubi posuisti eum, et ego eum tollam ”.
en: Jesus said to her, ""Woman, why are you weeping? Whom are you looking for?"" She thought it was the gardener and said to him, ""Sir, if you carried him away, tell me where you laid him, and I will take him."
"dominus, domini"	""	""	"20:28"	"la : Respondit Thomas et dixit ei: “ Dominus meus et Deus meus! ”.
en: Thomas answered and said to him, ""My Lord and my God!"
"dominus, domini"	""	""	"21:16"	"la : Dicit ei iterum secundo: “ Simon Ioannis, diligis me? ”. Ait illi: “ Etiam, Domine, tu scis quia amo te ”. Dicit ei: “ Pasce oves meas ”.
en: He then said to him a second time, ""Simon, son of John, do you love me?"" He said to him, ""Yes, Lord, you know that I love you."" He said to him, ""Tend my sheep."
"dies, diei"	""	""	"2:1"	"la : Et die tertio nuptiae factae sunt in Cana Galilaeae, et erat mater Iesu ibi;
en: On the third day there was a wedding in Cana in Galilee, and the mother of Jesus was there."
"dies, diei"	""	""	"2:20"	"la : Dixerunt ergo Iudaei: “ Quadraginta et sex annis aedificatum est templum hoc, et tu tribus diebus excitabis illud? ”.
en: The Jews said, ""This temple has been under construction for forty-six years, and you will raise it up in three days?"
"dies, diei"	""	""	"4:43"	"la : Post duos autem dies exiit inde in Galilaeam;
en: After the two days, he left there for Galilee."
"dies, diei"	""	""	"6:4"	"la : Erat autem proximum Pascha, dies festus Iudaeorum.
en: The Jewish feast of Passover was near."
"dies, diei"	""	""	"6:44"	"la : Nemo potest venire ad me, nisi Pater, qui misit me, traxerit eum; et ego resuscitabo eum in novissimo die.
en: No one can come to me unless the Father who sent me draw him, and I will raise him on the last day."
"dies, diei"	""	""	"7:10"	"la : Ut autem ascenderunt fratres eius ad diem festum, tunc et ipse ascendit, non manifeste sed quasi in occulto.
en: But when his brothers had gone up to the feast, he himself also went up, not openly but (as it were) in secret."
"dies, diei"	""	""	"7:37"	"la : In novissimo autem die magno festivitatis stabat Iesus et clamavit dicens: “ Si quis sitit, veniat ad me et bibat,
en: On the last and greatest day of the feast, Jesus stood up and exclaimed, ""Let anyone who thirsts come to me and drink."
"dies, diei"	""	""	"9:14"	"la : Erat autem sabbatum, in qua die lutum fecit Iesus et aperuit oculos eius.
en: Now Jesus had made clay and opened his eyes on a sabbath."
"dies, diei"	""	""	"11:24"	"la : Dicit ei Martha: “ Scio quia resurget in resurrectione in novissimo die ”.
en: Martha said to him, ""I know he will rise, in the resurrection on the last day."
"dies, diei"	""	""	"12:1"	"la : Iesus ergo ante sex dies Paschae venit Bethaniam, ubi erat Lazarus, quem suscitavit a mortuis Iesus.
en: Six days before Passover Jesus came to Bethany, where Lazarus was, whom Jesus had raised from the dead."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"1:10"	"la : In mundo erat, et mundus per ipsum factus est, et mundus eum non cognovit.
en: He was in the world, and the world came to be through him, but the world did not know him."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"6:15"	"la : Iesus ergo, cum cognovisset quia venturi essent, ut raperent eum et facerent eum regem, secessit iterum in montem ipse solus.
en: Since Jesus knew that they were going to come and carry him off to make him king, he withdrew again to the mountain alone."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"8:27"	"la : Non cognoverunt quia Patrem eis dicebat.
en: They did not realize that he was speaking to them of the Father."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"8:32"	"la : et cognoscetis veritatem, et veritas liberabit vos ”.
en: and you will know the truth, and the truth will set you free."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"8:55"	"la : et non cognovistis eum. Ego autem novi eum. Et si dixero: Non scio eum, ero similis vobis, mendax; sed scio eum et sermonem eius servo.
en: You do not know him, but I know him. And if I should say that I do not know him, I would be like you a liar. But I do know him and I keep his word."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"10:27"	"la : Oves meae vocem meam audiunt, et ego cognosco eas, et sequuntur me;
en: My sheep hear my voice; I know them, and they follow me."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"14:7"	"la : Si cognovistis me, et Patrem meum utique cognoscetis; et amodo cognoscitis eum et vidistis eum ”.
en: If you know me, then you will also know my Father. From now on you do know him and have seen him."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"14:20"	"la : In illo die vos cognoscetis quia ego sum in Patre meo, et vos in me, et ego in vobis.
en: On that day you will realize that I am in my Father and you are in me and I in you."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"17:3"	"la : Haec est autem vita aeterna, ut cognoscant te solum verum Deum et, quem misisti, Iesum Christum.
en: Now this is eternal life, that they should know you, the only true God, and the one whom you sent, Jesus Christ."
"cognosco, cognoscere, cognovi, cognitus"	""	""	"17:23"	"la : ego in eis, et tu in me, ut sint consummati in unum; ut cognoscat mundus, quia tu me misisti et dilexisti eos, sicut me dilexisti.
en: I in them and you in me, that they may be brought to perfection as one, that the world may know that you sent me, and that you loved them even as you loved me."
"accipio, accipere, accepi, acceptus"	""	""	"1:16"	"la : Et de plenitudine eius nos omnes accepimus, et gratiam pro gratia;
en: From his fullness we have all received, grace in place of grace,"
"accipio, accipere, accepi, acceptus"	""	""	"3:33"	"la : Qui accipit eius testimonium, signavit quia Deus verax est.
en: Whoever does accept his testimony certifies that God is trustworthy."
"accipio, accipere, accepi, acceptus"	""	""	"5:41"	"la : Gloriam ab hominibus non accipio,
en: I do not accept human praise;"
"accipio, accipere, accepi, acceptus"	""	""	"6:7"	"la : Respondit ei Philippus: “ Ducentorum denariorum panes non sufficiunt eis, ut unusquisque modicum quid accipiat! ”.
en: Philip answered him, ""Two hundred days' wages worth of food would not be enough for each of them to have a little (bit)."
"accipio, accipere, accepi, acceptus"	""	""	"7:39"	"la : Hoc autem dixit de Spiritu, quem accepturi erant qui crediderant in eum. Nondum enim erat Spiritus, quia Iesus nondum fuerat glorificatus.
en: He said this in reference to the Spirit that those who came to believe in him were to receive. There was, of course, no Spirit yet, because Jesus had not yet been glorified."
"accipio, accipere, accepi, acceptus"	""	""	"12:13"	"la : acceperunt ramos palmarum et processerunt obviam ei et clamabant: “ Hosanna! Benedictus, qui venit in nomine Domini, et rex Israel! ”.
en: they took palm branches and went out to meet him, and cried out: ""Hosanna! Blessed is he who comes in the name of the Lord, (even) the king of Israel."
"accipio, accipere, accepi, acceptus"	""	""	"13:20"	"la : Amen, amen dico vobis: Qui accipit, si quem misero, me accipit; qui autem me accipit, accipit eum, qui me misit ”.
en: Amen, amen, I say to you, whoever receives the one I send receives me, and whoever receives me receives the one who sent me."
"accipio, accipere, accepi, acceptus"	""	""	"16:14"	"la : Ille me clarificabit, quia de meo accipiet et annuntiabit vobis.
en: He will glorify me, because he will take from what is mine and declare it to you."
"accipio, accipere, accepi, acceptus"	""	""	"17:8"	"la : quia verba, quae dedisti mihi, dedi eis; et ipsi acceperunt et cognoverunt vere quia a te exivi et crediderunt quia tu me misisti.
en: because the words you gave to me I have given to them, and they accepted them and truly understood that I came from you, and they have believed that you sent me."
"accipio, accipere, accepi, acceptus"	""	""	"19:23"	"la : Milites ergo cum crucifixissent Iesum, acceperunt vestimenta eius et fecerunt quattuor partes, unicuique militi partem, et tunicam. Erat autem tunica inconsutilis, desuper contexta per totum.
en: When the soldiers had crucified Jesus, they took his clothes and divided them into four shares, a share for each soldier. They also took his tunic, but the tunic was seamless, woven in one piece from the top down."
"testimonium, testimoni(i)"	""	""	"1:15"	"la : Ioannes testimonium perhibet de ipso et clamat dicens: “ Hic erat, quem dixi: Qui post me venturus est, ante me factus est, quia prior me erat ”.
en: John testified to him and cried out, saying, ""This was he of whom I said, 'The one who is coming after me ranks ahead of me because he existed before me.'"
"testimonium, testimoni(i)"	""	""	"1:32"	"la : Et testimonium perhibuit Ioannes dicens: “ Vidi Spiritum descendentem quasi columbam de caelo, et mansit super eum;
en: John testified further, saying, ""I saw the Spirit come down like a dove from the sky and remain upon him."
"testimonium, testimoni(i)"	""	""	"2:25"	"la : et quia opus ei non erat, ut quis testimonium perhiberet de homine; ipse enim sciebat quid esset in homine.
en: and did not need anyone to testify about human nature. He himself understood it well."
"testimonium, testimoni(i)"	""	""	"3:32"	"la : et quod vidit et audivit, hoc testatur, et testimonium eius nemo accipit.
en: He testifies to what he has seen and heard, but no one accepts his testimony."
"testimonium, testimoni(i)"	""	""	"4:44"	"la : ipse enim Iesus testimonium perhibuit, quia propheta in sua patria honorem non habet.
en: For Jesus himself testified that a prophet has no honor in his native place."
"testimonium, testimoni(i)"	""	""	"5:32"	"la : alius est, qui testimonium perhibet de me, et scio quia verum est testimonium, quod perhibet de me.
en: But there is another who testifies on my behalf, and I know that the testimony he gives on my behalf is true."
"testimonium, testimoni(i)"	""	""	"5:34"	"la : ego autem non ab homine testimonium accipio, sed haec dico, ut vos salvi sitis.
en: I do not accept testimony from a human being, but I say this so that you may be saved."
"testimonium, testimoni(i)"	""	""	"5:37"	"la : et, qui misit me, Pater, ipse testimonium perhibuit de me. Neque vocem eius umquam audistis neque speciem eius vidistis;
en: Moreover, the Father who sent me has testified on my behalf. But you have never heard his voice nor seen his form,"
"testimonium, testimoni(i)"	""	""	"7:7"	"la : Non potest mundus odisse vos; me autem odit, quia ego testimonium perhibeo de illo, quia opera eius mala sunt.
en: The world cannot hate you, but it hates me, because I testify to it that its works are evil."
"testimonium, testimoni(i)"	""	""	"8:17"	"la : Sed et in lege vestra scriptum est, quia duorum hominum testimonium verum est.
en: Even in your law it is written that the testimony of two men can be verified."
"diligo, diligere, dilexi, dilectus"	""	""	"3:35"	"la : Pater diligit Filium et omnia dedit in manu eius.
en: The Father loves the Son and has given everything over to him."
"diligo, diligere, dilexi, dilectus"	""	""	"10:17"	"la : Propterea me Pater diligit, quia ego pono animam meam, ut iterum sumam eam.
en: This is why the Father loves me, because I lay down my life in order to take it up again."
"diligo, diligere, dilexi, dilectus"	""	""	"11:5"	"la : Diligebat autem Iesus Martham et sororem eius et Lazarum.
en: Now Jesus loved Martha and her sister and Lazarus."
"diligo, diligere, dilexi, dilectus"	""	""	"12:43"	"la : dilexerunt enim gloriam hominum magis quam gloriam Dei.
en: For they preferred human praise to the glory of God."
"diligo, diligere, dilexi, dilectus"	""	""	"13:1"	"la : Ante diem autem festum Paschae, sciens Iesus quia venit eius hora, ut transeat ex hoc mundo ad Patrem, cum dilexisset suos, qui erant in mundo, in finem dilexit eos.
en: Before the feast of Passover, Jesus knew that his hour had come to pass from this world to the Father. He loved his own in the world and he loved them to the end."
"diligo, diligere, dilexi, dilectus"	""	""	"13:23"	"la : Erat recumbens unus ex discipulis eius in sinu Iesu, quem diligebat Iesus.
en: One of his disciples, the one whom Jesus loved, was reclining at Jesus' side."
"diligo, diligere, dilexi, dilectus"	""	""	"13:34"	"la : Mandatum novum do vobis, ut diligatis invicem; sicut dilexi vos, ut et vos diligatis invicem.
en: I give you a new commandment: love one another. As I have loved you, so you also should love one another."
"diligo, diligere, dilexi, dilectus"	""	""	"14:15"	"la : Si diligitis me, mandata mea servabitis;
en: If you love me, you will keep my commandments."
"diligo, diligere, dilexi, dilectus"	""	""	"14:24"	"la : qui non diligit me, sermones meos non servat. Et sermo, quem auditis, non est meus, sed eius qui misit me, Patris.
en: Whoever does not love me does not keep my words; yet the word you hear is not mine but that of the Father who sent me."
"diligo, diligere, dilexi, dilectus"	""	""	"14:28"	"la : Audistis quia ego dixi vobis: Vado et venio ad vos. Si diligeretis me, gauderetis quia vado ad Patrem, quia Pater maior me est.
en: You heard me tell you, 'I am going away and I will come back to you.' If you loved me, you would rejoice that I am going to the Father; for the Father is greater than I."
"maneo, manere, mansi, mansus"	""	""	"2:12"	"la : Post hoc descendit Capharnaum ipse et mater eius et fratres eius et discipuli eius, et ibi manserunt non multis diebus.
en: After this, he and his mother, (his) brothers, and his disciples went down to Capernaum and stayed there only a few days."
"maneo, manere, mansi, mansus"	""	""	"5:38"	"la : et verbum eius non habetis in vobis manens, quia, quem misit ille, huic vos non creditis.
en: and you do not have his word remaining in you, because you do not believe in the one whom he has sent."
"maneo, manere, mansi, mansus"	""	""	"7:9"	"la : Haec autem cum dixisset, ipse mansit in Galilaea.
en: After he had said this, he stayed on in Galilee."
"maneo, manere, mansi, mansus"	""	""	"10:40"	"la : Et abiit iterum trans Iordanem in eum locum, ubi erat Ioannes baptizans primum, et mansit illic.
en: He went back across the Jordan to the place where John first baptized, and there he remained."
"maneo, manere, mansi, mansus"	""	""	"12:24"	"la : Amen, amen dico vobis: Nisi granum frumenti cadens in terram mortuum fuerit, ipsum solum manet; si autem mortuum fuerit, multum fructum affert.
en: Amen, amen, I say to you, unless a grain of wheat falls to the ground and dies, it remains just a grain of wheat; but if it dies, it produces much fruit."
"maneo, manere, mansi, mansus"	""	""	"14:16"	"la : et ego rogabo Patrem, et alium Paraclitum dabit vobis, ut maneat vobiscum in aeternum,
en: And I will ask the Father, and he will give you another Advocate to be with you always,"
"maneo, manere, mansi, mansus"	""	""	"15:4"	"la : Manete in me, et ego in vobis. Sicut palmes non potest ferre fructum a semetipso, nisi manserit in vite, sic nec vos, nisi in me manseritis.
en: Remain in me, as I remain in you. Just as a branch cannot bear fruit on its own unless it remains on the vine, so neither can you unless you remain in me."
"maneo, manere, mansi, mansus"	""	""	"15:6"	"la : Si quis in me non manserit, missus est foras sicut palmes et aruit; et colligunt eos et in ignem mittunt, et ardent.
en: Anyone who does not remain in me will be thrown out like a branch and wither; people will gather them and throw them into a fire and they will be burned."
"maneo, manere, mansi, mansus"	""	""	"15:9"	"la : Sicut dilexit me Pater, et ego dilexi vos; manete in dilectione mea.
en: As the Father loves me, so I also love you. Remain in my love."
"maneo, manere, mansi, mansus"	""	""	"21:22"	"la : Dicit ei Iesus: “ Si eum volo manere donec veniam, quid ad te? Tu me sequere ”.
en: Jesus said to him, ""What if I want him to remain until I come? What concern is it of yours? You follow me."
"possum, posse, potui, -"	""	""	"3:4"	"la : Dicit ad eum Nicodemus: “ Quomodo potest homo nasci, cum senex sit? Numquid potest in ventrem matris suae iterato introire et nasci? ”.
en: Nicodemus said to him, ""How can a person once grown old be born again? Surely he cannot reenter his mother's womb and be born again, can he?"
"possum, posse, potui, -"	""	""	"3:9"	"la : Respondit Nicodemus et dixit ei: “ Quomodo possunt haec fieri? ”.
en: Nicodemus answered and said to him, ""How can this happen?"
"possum, posse, potui, -"	""	""	"5:30"	"la : Non possum ego a meipso facere quidquam; sicut audio, iudico, et iudicium meum iustum est, quia non quaero voluntatem meam, sed voluntatem eius, qui misit me.
en: I cannot do anything on my own; I judge as I hear, and my judgment is just, because I do not seek my own will but the will of the one who sent me."
"possum, posse, potui, -"	""	""	"7:34"	"la : Quaeretis me et non invenietis; et ubi sum ego, vos non potestis venire ”.
en: You will look for me but not find (me), and where I am you cannot come."
"possum, posse, potui, -"	""	""	"8:6"	"la : Hoc autem dicebant tentantes eum, ut possent accusare eum. Iesus autem inclinans se deorsum digito scribebat in terra.
en: They said this to test him, so that they could have some charge to bring against him. Jesus bent down and began to write on the ground with his finger."
"possum, posse, potui, -"	""	""	"8:22"	"la : Dicebant ergo Iudaei: “ Numquid interficiet semetipsum, quia dicit: “Quo ego vado, vos non potestis venire”? ”.
en: So the Jews said, ""He is not going to kill himself, is he, because he said, 'Where I am going you cannot come'?"
"possum, posse, potui, -"	""	""	"9:16"	"la : Dicebant ergo ex pharisaeis quidam: “ Non est hic homo a Deo, quia sabbatum non custodit! ”; alii autem dicebant: “ Quomodo potest homo peccator haec signa facere? ”. Et schisma erat in eis.
en: So some of the Pharisees said, ""This man is not from God, because he does not keep the sabbath."" (But) others said, ""How can a sinful man do such signs?"" And there was a division among them."
"possum, posse, potui, -"	""	""	"10:21"	"la : Alii dicebant: “ Haec verba non sunt daemonium habentis! Numquid daemonium potest caecorum oculos aperire? ”.
en: Others said, ""These are not the words of one possessed; surely a demon cannot open the eyes of the blind, can he?"
"possum, posse, potui, -"	""	""	"13:33"	"la : Filioli, adhuc modicum vobiscum sum; quaeretis me, et sicut dixi Iudaeis: Quo ego vado, vos non potestis venire, et vobis dico modo.
en: My children, I will be with you only a little while longer. You will look for me, and as I told the Jews, 'Where I go you cannot come,' so now I say it to you."
"possum, posse, potui, -"	""	""	"13:37"	"la : Dicit ei Petrus: “ Domine, quare non possum te sequi modo? Animam meam pro te ponam ”.
en: Peter said to him, ""Master, why can't I follow you now? I will lay down my life for you."
"vita, vitae"	""	""	"4:14"	"la : qui autem biberit ex aqua, quam ego dabo ei, non sitiet in aeternum; sed aqua, quam dabo ei, fiet in eo fons aquae salientis in vitam aeternam ”.
en: but whoever drinks the water I shall give will never thirst; the water I shall give will become in him a spring of water welling up to eternal life."
"vita, vitae"	""	""	"5:26"	"la : Sicut enim Pater habet vitam in semetipso, sic dedit et Filio vitam habere in semetipso;
en: For just as the Father has life in himself, so also he gave to his Son the possession of life in himself."
"vita, vitae"	""	""	"5:39"	"la : Scrutamini Scripturas, quia vos putatis in ipsis vitam aeternam habere; et illae sunt, quae testimonium perhibent de me.
en: You search the scriptures, because you think you have eternal life through them; even they testify on my behalf."
"vita, vitae"	""	""	"6:47"	"la : Amen, amen dico vobis: Qui credit, habet vitam aeternam.
en: Amen, amen, I say to you, whoever believes has eternal life."
"vita, vitae"	""	""	"6:51"	"la : Ego sum panis vivus, qui de caelo descendi. Si quis manducaverit ex hoc pane, vivet in aeternum; panis autem, quem ego dabo, caro mea est pro mundi vita ”.
en: I am the living bread that came down from heaven; whoever eats this bread will live forever; and the bread that I will give is my flesh for the life of the world."
"vita, vitae"	""	""	"6:54"	"la : Qui manducat meam carnem et bibit meum sanguinem, habet vitam aeternam; et ego resuscitabo eum in novissimo die.
en: Whoever eats my flesh and drinks my blood has eternal life, and I will raise him on the last day."
"vita, vitae"	""	""	"6:68"	"la : Respondit ei Simon Petrus: “ Domine, ad quem ibimus? Verba vitae aeternae habes;
en: Simon Peter answered him, ""Master, to whom shall we go? You have the words of eternal life."
"vita, vitae"	""	""	"10:10"	"la : Fur non venit, nisi ut furetur et mactet et perdat; ego veni, ut vitam habeant et abundantius habeant.
en: A thief comes only to steal and slaughter and destroy; I came so that they might have life and have it more abundantly."
"vita, vitae"	""	""	"11:25"	"la : Dixit ei Iesus: “ Ego sum resurrectio et vita. Qui credit in me, etsi mortuus fuerit, vivet;
en: Jesus told her, ""I am the resurrection and the life; whoever believes in me, even if he dies, will live,"
"vita, vitae"	""	""	"12:50"	"la : Et scio quia mandatum eius vita aeterna est. Quae ergo ego loquor, sicut dixit mihi Pater, sic loquor ”.
en: And I know that his commandment is eternal life. So what I say, I say as the Father told me."
"morior, mori, mortuus sum"	""	""	"2:22"	"la : Cum ergo resurrexisset a mortuis, recordati sunt discipuli eius quia hoc dicebat, et crediderunt Scripturae et sermoni, quem dixit Iesus.
en: Therefore, when he was raised from the dead, his disciples remembered that he had said this, and they came to believe the scripture and the word Jesus had spoken."
"morior, mori, mortuus sum"	""	""	"6:49"	"la : Patres vestri manducaverunt in deserto manna et mortui sunt.
en: Your ancestors ate the manna in the desert, but they died;"
"morior, mori, mortuus sum"	""	""	"6:58"	"la : Hic est panis, qui de caelo descendit, non sicut manducaverunt patres et mortui sunt; qui manducat hunc panem, vivet in aeternum ”.
en: This is the bread that came down from heaven. Unlike your ancestors who ate and still died, whoever eats this bread will live forever."
"morior, mori, mortuus sum"	""	""	"8:24"	"la : Dixi ergo vobis quia moriemini in peccatis vestris; si enim non credideritis quia ego sum, moriemini in peccatis vestris ”.
en: That is why I told you that you will die in your sins. For if you do not believe that I AM, you will die in your sins."
"morior, mori, mortuus sum"	""	""	"8:53"	"la : Numquid tu maior es patre nostro Abraham, qui mortuus est? Et prophetae mortui sunt! Quem teipsum facis? ”.
en: Are you greater than our father Abraham, who died? Or the prophets, who died? Who do you make yourself out to be?"
"morior, mori, mortuus sum"	""	""	"11:16"	"la : Dixit ergo Thomas, qui dicitur Didymus, ad condiscipulos: “ Eamus et nos, ut moriamur cum eo! ”.
en: So Thomas, called Didymus, said to his fellow disciples, ""Let us also go to die with him."
"morior, mori, mortuus sum"	""	""	"11:26"	"la : et omnis, qui vivit et credit in me, non morietur in aeternum. Credis hoc? ”.
en: and everyone who lives and believes in me will never die. Do you believe this?"
"morior, mori, mortuus sum"	""	""	"11:37"	"la : Quidam autem dixerunt ex ipsis: “ Non poterat hic, qui aperuit oculos caeci, facere, ut et hic non moreretur? ”.
en: But some of them said, ""Could not the one who opened the eyes of the blind man have done something so that this man would not have died?"
"morior, mori, mortuus sum"	""	""	"11:50"	"la : nec cogitatis quia expedit vobis, ut unus moriatur homo pro populo, et non tota gens pereat! ”.
en: nor do you consider that it is better for you that one man should die instead of the people, so that the whole nation may not perish."
"morior, mori, mortuus sum"	""	""	"18:14"	"la : Erat autem Caiphas, qui consilium dederat Iudaeis: “ Expedit unum hominem mori pro populo ”.
en: It was Caiaphas who had counseled the Jews that it was better that one man should die rather than the people."
"scribo, scribere, scripsi, scriptus"	""	""	"2:17"	"la : Recordati sunt discipuli eius quia scriptum est: “ Zelus domus tuae comedit me ”.
en: His disciples recalled the words of scripture, ""Zeal for your house will consume me."
"scribo, scribere, scripsi, scriptus"	""	""	"5:46"	"la : Si enim crederetis Moysi, crederetis forsitan et mihi; de me enim ille scripsit.
en: For if you had believed Moses, you would have believed me, because he wrote about me."
"scribo, scribere, scripsi, scriptus"	""	""	"6:31"	"la : Patres nostri manna manducaverunt in deserto, sicut scriptum est: “Panem de caelo dedit eis manducare” ”.
en: Our ancestors ate manna in the desert, as it is written: 'He gave them bread from heaven to eat.'"
"scribo, scribere, scripsi, scriptus"	""	""	"7:42"	"la : Nonne Scriptura dixit: “Ex semine David et de Bethlehem castello, ubi erat David, venit Christus”? ”.
en: Does not scripture say that the Messiah will be of David's family and come from Bethlehem, the village where David lived?"
"scribo, scribere, scripsi, scriptus"	""	""	"8:8"	"la : et iterum se inclinans scribebat in terra.
en: Again he bent down and wrote on the ground."
"scribo, scribere, scripsi, scriptus"	""	""	"10:34"	"la : Respondit eis Iesus: “ Nonne scriptum est in lege vestra: “Ego dixi: Dii estis?”.
en: Jesus answered them, ""Is it not written in your law, 'I said, ""You are gods""'?"
"scribo, scribere, scripsi, scriptus"	""	""	"15:25"	"la : Sed ut impleatur sermo, qui in lege eorum scriptus est: “Odio me habuerunt gratis”.
en: But in order that the word written in their law might be fulfilled, 'They hated me without cause.'"
"scribo, scribere, scripsi, scriptus"	""	""	"17:12"	"la : Cum essem cum eis, ego servabam eos in nomine tuo, quod dedisti mihi, et custodivi, et nemo ex his periit, nisi filius perditionis, ut Scriptura impleatur.
en: When I was with them I protected them in your name that you gave me, and I guarded them, and none of them was lost except the son of destruction, in order that the scripture might be fulfilled."
"scribo, scribere, scripsi, scriptus"	""	""	"19:19"	"la : Scripsit autem et titulum Pilatus et posuit super crucem; erat autem scriptum: “ Iesus Nazarenus Rex Iudaeorum ”.
en: Pilate also had an inscription written and put on the cross. It read, ""Jesus the Nazorean, the King of the Jews."
"scribo, scribere, scripsi, scriptus"	""	""	"19:20"	"la : Hunc ergo titulum multi legerunt Iudaeorum, quia prope civitatem erat locus, ubi crucifixus est Iesus; et erat scriptum Hebraice, Latine, Graece.
en: Now many of the Jews read this inscription, because the place where Jesus was crucified was near the city; and it was written in Hebrew, Latin, and Greek."
"Petrus, Petri"	""	""	"1:42"	"la : adduxit eum ad Iesum. Intuitus eum Iesus dixit: “ Tu es Simon filius Ioannis; tu vocaberis Cephas ” — quod interpretatur Petrus C.
en: Then he brought him to Jesus. Jesus looked at him and said, ""You are Simon the son of John; you will be called Kephas"" (which is translated Peter)."
"Petrus, Petri"	""	""	"13:6"	"la : Venit ergo ad Simonem Petrum. Dicit ei: “ Domine, tu mihi lavas pedes? ”.
en: He came to Simon Peter, who said to him, ""Master, are you going to wash my feet?"
"Petrus, Petri"	""	""	"13:24"	"la : Innuit ergo huic Simon Petrus, ut interrogaret: “ Quis est, de quo dicit? ”.
en: So Simon Peter nodded to him to find out whom he meant."
"Petrus, Petri"	""	""	"18:10"	"la : Simon ergo Petrus, habens gladium, eduxit eum et percussit pontificis servum et abscidit eius auriculam dextram. Erat autem nomen servo Malchus.
en: Then Simon Peter, who had a sword, drew it, struck the high priest's slave, and cut off his right ear. The slave's name was Malchus."
"Petrus, Petri"	""	""	"18:15"	"la : Sequebatur autem Iesum Simon Petrus et alius discipulus. Discipulus autem ille erat notus pontifici et introivit cum Iesu in atrium pontificis;
en: Simon Peter and another disciple followed Jesus. Now the other disciple was known to the high priest, and he entered the courtyard of the high priest with Jesus."
"Petrus, Petri"	""	""	"18:17"	"la : Dicit ergo Petro ancilla ostiaria: “ Numquid et tu ex discipulis es hominis istius? ”. Dicit ille: “ Non sum! ”.
en: Then the maid who was the gatekeeper said to Peter, ""You are not one of this man's disciples, are you?"" He said, ""I am not."
"Petrus, Petri"	""	""	"18:25"	"la : Erat autem Simon Petrus stans et calefaciens se. Dixerunt ergo ei: “ Numquid et tu ex discipulis eius es? ”. Negavit ille et dixit: “ Non sum! ”.
en: Now Simon Peter was standing there keeping warm. And they said to him, ""You are not one of his disciples, are you?"" He denied it and said, ""I am not."
"Petrus, Petri"	""	""	"18:27"	"la : Iterum ergo negavit Petrus; et statim gallus cantavit.
en: Again Peter denied it. And immediately the cock crowed."
"Petrus, Petri"	""	""	"20:3"	"la : Exiit ergo Petrus et ille alius discipulus, et veniebant ad monumentum.
en: So Peter and the other disciple went out and came to the tomb."
"Petrus, Petri"	""	""	"21:2"	"la : Erant simul Simon Petrus et Thomas, qui dicitur Didymus, et Nathanael, qui erat a Cana Galilaeae, et filii Zebedaei et alii ex discipulis eius duo.
en: Together were Simon Peter, Thomas called Didymus, Nathanael from Cana in Galilee, Zebedee's sons, and two others of his disciples."
"multus, multa -um, -, plurimus -a -um"	""	""	"2:23"	"la : Cum autem esset Hierosolymis in Pascha, in die festo, multi crediderunt in nomine eius, videntes signa eius, quae faciebat.
en: While he was in Jerusalem for the feast of Passover, many began to believe in his name when they saw the signs he was doing."
"multus, multa -um, -, plurimus -a -um"	""	""	"4:39"	"la : Ex civitate autem illa multi crediderunt in eum Samaritanorum propter verbum mulieris testimonium perhibentis: “ Dixit mihi omnia, quaecumque feci! ”.
en: Many of the Samaritans of that town began to believe in him because of the word of the woman who testified, ""He told me everything I have done."
"multus, multa -um, -, plurimus -a -um"	""	""	"5:6"	"la : Hunc cum vidisset Iesus iacentem, et cognovisset quia multum iam tempus habet, dicit ei: “ Vis sanus fieri? ”.
en: When Jesus saw him lying there and knew that he had been ill for a long time, he said to him, ""Do you want to be well?"
"multus, multa -um, -, plurimus -a -um"	""	""	"6:66"	"la : Ex hoc multi discipulorum eius abierunt retro et iam non cum illo ambulabant.
en: As a result of this, many (of) his disciples returned to their former way of life and no longer accompanied him."
"multus, multa -um, -, plurimus -a -um"	""	""	"7:31"	"la : De turba autem multi crediderunt in eum et dicebant: “ Christus cum venerit, numquid plura signa faciet quam quae hic fecit? ”.
en: But many of the crowd began to believe in him, and said, ""When the Messiah comes, will he perform more signs than this man has done?"
