"word"	"headword"	"pos"	"meaning"
"ero"	"sum, esse, fui, futurus"	"V"	"be"
"erunt"	"sum, esse, fui, futurus"	"V"	"be"
"es"	"sum, esse, fui, futurus"	"V"	"be"
"esse"	"sum, esse, fui, futurus"	"V"	"be"
"essem"	"sum, esse, fui, futurus"	"V"	"be"
"essent"	"sum, esse, fui, futurus"	"V"	"be"
"esses"	"sum, esse, fui, futurus"	"V"	"be"
"esset"	"sum, esse, fui, futurus"	"V"	"be"
"essetis"	"sum, esse, fui, futurus"	"V"	"be"
"est"	"sum, esse, fui, futurus"	"V"	"be"
"estis"	"sum, esse, fui, futurus"	"V"	"be"
"esuriet"	"esurio, esurire, esurivi, esuritus"	"V"	"be hungry, hunger"
"et"	"et"	"CONJ"	"and, and even"
"etenim"	"etenim"	"CONJ"	"and indeed, because, since, as a matter of fact (independent reason, emphasis)"
"etiam"	"etiam"	"CONJ"	"and also, besides/furthermore, in addition/as well"
"etsi"	"etsi"	"CONJ"	"although, though, even if"
"eum"	"is, ea, id"	"PRON"	"he/she/it/they (by GENDER/NUMBER)"
"ex"	"ex"	"PREP"	"out of, from"
"exaltari"	"exalto, exaltare, exaltavi, exaltatus"	"V"	"exalt, elevate, raise"
"exaltatus"	"exalto, exaltare, exaltavi, exaltatus"	"V"	"exalt, elevate, raise"
"exaltaveritis"	"exalto, exaltare, exaltavi, exaltatus"	"V"	"exalt, elevate, raise"
"exaltavit"	"exalto, exaltare, exaltavi, exaltatus"	"V"	"exalt, elevate, raise"
"exaudit"	"exaudio, exaudire, exaudivi, exauditus"	"V"	"hear clearly"
"excaecavit"	"excaeco, excaecare, excaecavi, excaecatus"	"V"	"blind (completely), confuse/hide/obscure"
"exceperunt"	"excipio, excipere, excepi, exceptus"	"V"	"take out"
"excitabis"	"excito, excitare, excitavi, excitatus"	"V"	"wake up, stir up"
"excitabo"	"excito, excitare, excitavi, excitatus"	"V"	"wake up, stir up"
"excusationem"	"excusatio, excusationis"	"N"	"excuse"
"exemplum"	"exemplum, exempli"	"N"	"example, sample, specimen"
"exibant"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"exierunt"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"exiit"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"exinde"	"exinde"	"ADV"	"thence"
"exire"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"exisset"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"existi"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"existimans"	"existimo, existimare, existimavi, existimatus"	"V"	"value/esteem"
"exivi"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"exivit"	"exeo, exire, exivi(ii), exitus"	"V"	"come/go/sail/march/move out/forth/away, leave"
"expedit"	"expedio, expedire, expedivi, expeditus"	"V"	"disengage, loose, set free"
"exspuit"	"exspuo, exspuere, exspui, exsputus"	"V"	"spit out"
"exsultare"	"exsulto, exsultare, exsultavi, exsultatus"	"V"	"rejoice"
"exsultavit"	"exsulto, exsultare, exsultavi, exsultatus"	"V"	"rejoice"
"exsurgebat"	"exsurgo, exsurgere, exsurrexi, exsurrectus"	"V"	"bestir oneself/take action"
"exsuscitem"	"exsuscito, exsuscitare, exsuscitavi, exsuscitatus"	"V"	"awaken"
"extendes"	"extendo, extendere, extendi, extensus"	"V"	"stretch/thrust out"
"extergere"	"extergeo, extergere, extersi, extersus"	"V"	"wipe"
"extersit"	"extergeo, extergere, extersi, extersus"	"V"	"wipe"
"extra"	"extra"	"PREP"	"outside of, beyond, without, beside"
"fac"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facere"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facerent"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faceretis"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faciam"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faciat"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faciatis"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facibus"	"fax, facis"	"N"	"torch, firebrand, fire"
"faciebat"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faciem"	"facies, faciei"	"N"	"shape, face, look"
"faciemus"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faciens"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facient"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facientem"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facies"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"faciet"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facimus"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facio"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facis"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facit"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facite"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facitis"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facta"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"factae"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"factam"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facto"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"factum"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"facturus"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"factus"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fatigatus"	"fatigo, fatigare, fatigavi, fatigatus"	"V"	"weary, tire, fatigue"
"febris"	"febris, febris"	"N"	"fever, attack of fever"
"fecerant"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecerat"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecerim"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"feceritis"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecerunt"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"feci"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecisse"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecissem"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecisset"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecisti"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fecit"	"facio, facere, feci, factus"	"V"	"make/build/construct/create/cause/do"
"fenum"	"fenum, feni"	"N"	"hay"
"ferens"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"ferentem"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"ferre"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"fert"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"ferte"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"festivitatis"	"festivitas, festivitatis"	"N"	"festivity, feast"
"festo"	"festus, festa, festum"	"ADJ"	"festive, joyous"
"festum"	"festus, festa, festum"	"ADJ"	"festive, joyous"
"festus"	"festus, festa, festum"	"ADJ"	"festive, joyous"
"fiant"	"fio, feri, factus sum"	"V"	"happen, come about"
"fiat"	"fio, feri, factus sum"	"V"	"happen, come about"
"fiatis"	"fio, feri, factus sum"	"V"	"happen, come about"
"ficu"	"ficus, ficus"	"N"	"fig"
"fidelis"	"fidelis, fidele, fidelior -or -us, fidelissimus -a -um"	"ADJ"	"faithful/loyal/devoted"
"fient"	"fio, feri, factus sum"	"V"	"happen, come about"
"fieret"	"fio, feri, factus sum"	"V"	"happen, come about"
"fieri"	"fio, feri, factus sum"	"V"	"happen, come about"
"fiet"	"fio, feri, factus sum"	"V"	"happen, come about"
"fietis"	"fio, feri, factus sum"	"V"	"happen, come about"
"filia"	"filia, filiae"	"N"	"daughter"
"filii"	"filius, fili"	"N"	"son"
"filio"	"filius, fili"	"N"	"son"
"filioli"	"filiolus, filioli"	"N"	"little son"
"filios"	"filius, fili"	"N"	"son"
"filium"	"filius, fili"	"N"	"son"
"filius"	"filius, fili"	"N"	"son"
"finem"	"finis, finis"	"N"	"boundary, end, limit, goal"
"flagellavit"	"flagello, flagellare, flagellavi, flagellatus"	"V"	"flog, whip, lash, scourge"
"flagellum"	"flagellum, flagelli"	"N"	"whip, lash, scourge"
"flante"	"flo, flare, flavi, flatus"	"V"	"breathe"
"flebitis"	"fleo, flere, flevi, fletus"	"V"	"cry for"
"fleret"	"fleo, flere, flevi, fletus"	"V"	"cry for"
"fluent"	"fluo, fluere, fluxi, fluxus"	"V"	"flow, stream"
"flumina"	"flumen, fluminis"	"N"	"river, stream"
"foetet"	"foeteo, foetere, -, -"	"V"	"stink"
"fons"	"fons, fontis"	"N"	"spring, fountain, well"
"fontem"	"fons, fontis"	"N"	"spring, fountain, well"
"foras"	"foras"	"ADV"	"out of doors, abroad, forth, out"
"fores"	"sum, esse, fui, futurus"	"V"	"be"
"foris"	"forum, fori"	"N"	"market"
"formidet"	"formido, formidare, formidavi, formidatus"	"V"	"dread, fear, be afraid of"
"fornicatione"	"fornicatio, fornicationis"	"N"	"vaulting"
"forsitan"	"forsitan"	"ADV"	"perhaps"
"fragmenta"	"fragmentum, fragmenti"	"N"	"fragment"
"fragmentorum"	"fragmentum, fragmenti"	"N"	"fragment"
"frangerentur"	"frango, frangere, fregi, fractus"	"V"	"break, shatter, crush"
"frater"	"frater, fratris"	"N"	"brother"
"fratre"	"frater, fratris"	"N"	"brother"
"fratrem"	"frater, fratris"	"N"	"brother"
"fratres"	"frater, fratris"	"N"	"brother"
"fregerunt"	"frango, frangere, fregi, fractus"	"V"	"break, shatter, crush"
"fremens"	"fremo, fremere, fremui, fremitus"	"V"	"roar"
"fremuit"	"fremo, fremere, fremui, fremitus"	"V"	"roar"
"frequenter"	"frequento, frequentare, frequentavi, frequentatus"	"V"	"frequent"
"frigus"	"frigus, frigoris"	"N"	"cold"
"fructum"	"fructus, fructus"	"N"	"produce, crops"
"fructus"	"fructus, fructus"	"N"	"produce, crops"
"frumenti"	"frumentum, frumenti"	"N"	"grain"
"fuerant"	"sum, esse, fui, futurus"	"V"	"be"
"fuerat"	"sum, esse, fui, futurus"	"V"	"be"
"fuerint"	"sum, esse, fui, futurus"	"V"	"be"
"fuerit"	"sum, esse, fui, futurus"	"V"	"be"
"fuero"	"sum, esse, fui, futurus"	"V"	"be"
"fugient"	"fugio, fugere, fugi, fugitus"	"V"	"flee, fly, run away"
"fugit"	"fugio, fugere, fugi, fugitus"	"V"	"flee, fly, run away"
"fuissem"	"sum, esse, fui, futurus"	"V"	"be"
"fuisses"	"sum, esse, fui, futurus"	"V"	"be"
"fuisset"	"sum, esse, fui, futurus"	"V"	"be"
"fuit"	"sum, esse, fui, futurus"	"V"	"be"
"funiculis"	"funiculus, funiculi"	"N"	"thin rope, cord, string"
"fur"	"fur, furis"	"N"	"thief, robber"
"fures"	"fur, furis"	"N"	"thief, robber"
"furetur"	"furor, furari, furatus sum"	"V"	"steal"
"gabbatha"	"Gabbatha"	"N"	"Gabbatha, a place in Jerusalem, where Pilate had his judicial seat"
"galilaea"	"Galilaea, Galilaeae"	"N"	"Galilee"
"galilaeae"	"Galilaea, Galilaeae"	"N"	"Galilee"
"galilaeam"	"Galilaea, Galilaeae"	"N"	"Galilee"
"galilaei"	"Galilaeus, Galilaea, Galilaeum"	"ADJ"	"Galilean"
"gallus"	"Gallus, Galli"	"N"	"Gaul"
"gaudeat"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gaudebit"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gaudeo"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gauderetis"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gaudet"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gaudio"	"gaudium, gaudi(i)"	"N"	"joy, delight, gladness"
"gaudium"	"gaudium, gaudi(i)"	"N"	"joy, delight, gladness"
"gavisi"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gavisus"	"gaudeo, gaudere, gavisus sum"	"V"	"be glad, rejoice"
"gazophylacio"	"gazophylacium, gazophylacii"	"N"	"treasure room"
"gens"	"gens, gentis"	"N"	"tribe, clan"
"gente"	"gens, gentis"	"N"	"tribe, clan"
"gentem"	"gens, gentis"	"N"	"tribe, clan"
"gladium"	"gladius, gladi(i)"	"N"	"sword"
"gloria"	"gloria, gloriae"	"N"	"glory, fame"
"gloriam"	"gloria, gloriae"	"N"	"glory, fame"
"glorifica"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"glorificabo"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"glorificat"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"glorificatus"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"glorificavi"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"glorificetur"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"glorifico"	"glorifico, glorificare, glorificavi, glorificatus"	"V"	"glorify"
"golgotha"	"Golgotha"	"N"	"Golgotha, a site outside of Jerusalem where Jesus was crucified"
"grabatum"	"grabatus, grabati"	"N"	"cot, camp bed, pallet"
"graece"	"Graecus, Graeci"	"N"	"Greek"
"graeci"	"Graecus, Graeci"	"N"	"Greek"
"graecorum"	"Graecus, Graeci"	"N"	"Greek"
"graecos"	"Graecus, Graeci"	"N"	"Greek"
"granum"	"granum, grani"	"N"	"grain"
"gratia"	"gratia, gratiae"	"N"	"popularity/esteem/credit (w/bona)"
"gratiae"	"gratia, gratiae"	"N"	"popularity/esteem/credit (w/bona)"
"gratiam"	"gratia, gratiae"	"N"	"popularity/esteem/credit (w/bona)"
"gratias"	"gratia, gratiae"	"N"	"popularity/esteem/credit (w/bona)"
"gratis"	"gratus, grata -um, gratior -or -us, gratissimus -a -um"	"ADJ"	"pleasing, acceptable, agreeable, welcome"
"grex"	"grex, gregis"	"N"	"flock, herd"
"gustabit"	"gusto, gustare, gustavi, gustatus"	"V"	"taste, sip"
"gustavit"	"gusto, gustare, gustavi, gustatus"	"V"	"taste, sip"
"habeant"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habeat"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habeatis"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habebam"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habebat"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habebit"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habemus"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habens"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habent"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habentem"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habentis"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habeo"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habere"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"haberent"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"haberes"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"haberetis"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habes"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habet"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habetis"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habitavit"	"habito, habitare, habitavi, habitatus"	"V"	"inhabit, dwell"
"habuerit"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habueritis"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habuerunt"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habuisti"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"habuit"	"habeo, habere, habui, habitus"	"V"	"have, hold, consider, think, reason"
"hac"	"hic, haec, hoc"	"PRON"	"this"
"haec"	"hic, haec, hoc"	"PRON"	"this"
"haesitantes"	"haesito, haesitare, haesitavi, haesitatus"	"V"	"stick hesitate, be undecided"
"hanc"	"hic, haec, hoc"	"PRON"	"this"
"haurias"	"haurio, haurire, hausi, haustus"	"V"	"draw up/out"
"haurierant"	"haurio, haurire, hausi, haustus"	"V"	"draw up/out"
"haurire"	"haurio, haurire, hausi, haustus"	"V"	"draw up/out"
"haurite"	"haurio, haurire, hausi, haustus"	"V"	"draw up/out"
"hebraice"	"Hebraicus, Hebraica, Hebraicum"	"ADJ"	"Hebrew, Jewish"
"heri"	"heri"	"ADV"	"yesterday"
"hi"	"hic, haec, hoc"	"PRON"	"this"
"hic"	"hic, haec, hoc"	"PRON"	"this"
"hiems"	"hiems, hiemis"	"N"	"winter, winter time"
"hierosolymam"	"Hierosolyma, Hierosolymae"	"N"	"Jerusalem (Hebrew)"
"hierosolymis"	"Hierosolyma, Hierosolymae"	"N"	"Jerusalem (Hebrew)"
"hinc"	"hinc"	"ADV"	"from here, from this source/cause"
"his"	"hic, haec, hoc"	"PRON"	"this"
"hoc"	"hic, haec, hoc"	"PRON"	"this"
"homicida"	"homicida, homicidae"	"N"	"murderer, homicide"
"homine"	"homo, hominis"	"N"	"man, human being, person, fellow"
"hominem"	"homo, hominis"	"N"	"man, human being, person, fellow"
"homines"	"homo, hominis"	"N"	"man, human being, person, fellow"
"hominibus"	"homo, hominis"	"N"	"man, human being, person, fellow"
"hominis"	"homo, hominis"	"N"	"man, human being, person, fellow"
"hominum"	"homo, hominis"	"N"	"man, human being, person, fellow"
"homo"	"homo, hominis"	"N"	"man, human being, person, fellow"
"honorem"	"honor, honoris"	"N"	"honor"
"honorificabit"	"honorifico, honorificare, honorificavi, honorificatus"	"V"	"honor"
"honorificant"	"honorifico, honorificare, honorificavi, honorificatus"	"V"	"honor"
"honorificat"	"honorifico, honorificare, honorificavi, honorificatus"	"V"	"honor"
"honorificent"	"honorifico, honorificare, honorificavi, honorificatus"	"V"	"honor"
"honorifico"	"honorificus, honorifica -um, honorificentior -or -us, honorificentissimus -a -"	"ADJ"	"honorific"
"hora"	"hora, horae"	"N"	"hour"
"horae"	"hora, horae"	"N"	"hour"
"horam"	"hora, horae"	"N"	"hour"
"hordeaceis"	"hordeaceus, hordeacea, hordeaceum"	"ADJ"	"barley-, of/connected to barley"
"hordeaceos"	"hordeaceus, hordeacea, hordeaceum"	"ADJ"	"barley-, of/connected to barley"
"horto"	"hortus, horti"	"N"	"garden, fruit/kitchen garden"
"hortulanus"	"hortulanus, hortulani"	"N"	"gardener"
"hortus"	"hortus, horti"	"N"	"garden, fruit/kitchen garden"
"horum"	"hic, haec, hoc"	"PRON"	"this"
"hos"	"hic, haec, hoc"	"PRON"	"this"
"hosanna"	"Hosanna"	"INTERJ"	"Hosanna, ""God save"", a cry of praise (Hebrew)"
"huc"	"huc"	"ADV"	"here, to this place"
"huic"	"hic, haec, hoc"	"PRON"	"this"
"huius"	"hic, haec, hoc"	"PRON"	"this"
"huiusmodi"	"hic, haec, hoc"	"PRON"	"this"
"hunc"	"hic, haec, hoc"	"PRON"	"this"
"hydriae"	"hydria, hydriae"	"N"	"water-pot"
"hydriam"	"hydria, hydriae"	"N"	"water-pot"
"hydrias"	"hydria, hydriae"	"N"	"water-pot"
"hyssopo"	"hyssopus, hyssopi"	"N"	"aromatic herb"
"iacebat"	"jaceo, jacere, jacui, jacitus"	"V"	"lie"
"iacentem"	"jaceo, jacere, jacui, jacitus"	"V"	"lie"
"iacerent"	"jaceo, jacere, jacui, jacitus"	"V"	"lie"
"iacob"	"Jacob, undeclined"	"N"	"Jacob"
"iam"	"jam"	"ADV"	"now, already, by/even now"
"ianuis"	"janua, januae"	"N"	"door, entrance"
"ibant"	"eo, ire, ivi(ii), itus"	"V"	"go, walk"
"ibat"	"eo, ire, ivi(ii), itus"	"V"	"go, walk"
"ibi"	"ibi"	"ADV"	"there, in that place"
"ibimus"	"eo, ire, ivi(ii), itus"	"V"	"go, walk"
"id"	"is, ea, id"	"PRON"	"he/she/it/they (by GENDER/NUMBER)"
"iesu"	"Jesus, Jesu"	"N"	"Jesus"
"iesum"	"Jesus, Jesu"	"N"	"Jesus"
"iesus"	"Jesus, Jesu"	"N"	"Jesus"
"igitur"	"igitur"	"CONJ"	"therefore (postpositive), so/then"
"ignem"	"ignis, ignis"	"N"	"fire, brightness"
"ignoras"	"ignoro, ignorare, ignoravi, ignoratus"	"V"	"not know"
"illa"	"ille, illa, illud"	"PRON"	"that"
"illae"	"ille, illa, illud"	"PRON"	"that"
"illam"	"ille, illa, illud"	"PRON"	"that"
"illas"	"ille, illa, illud"	"PRON"	"that"
"ille"	"ille, illa, illud"	"PRON"	"that"
"illi"	"ille, illa, illud"	"PRON"	"that"
"illic"	"illic"	"ADV"	"in that place, there, over there"
"illis"	"ille, illa, illud"	"PRON"	"that"
"illius"	"ille, illa, illud"	"PRON"	"that"
"illo"	"ille, illa, illud"	"PRON"	"that"
"illos"	"ille, illa, illud"	"PRON"	"that"
"illuc"	"illuc"	"ADV"	"there, thither, to that place/point"
"illud"	"ille, illa, illud"	"PRON"	"that"
"illum"	"ille, illa, illud"	"PRON"	"that"
"illuminat"	"illumino, illuminare, illuminavi, illuminatus"	"V"	"illuminate, give light to"
"impleatur"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"impleretur"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"impleta"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"implete"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"impleti"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"impletum"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"impleverunt"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"implevit"	"impleo, implere, implevi, impletus"	"V"	"fill up"
"imposuerunt"	"impono, imponere, imposui, impositus"	"V"	"impose, put upon"
"in"	"in"	"PREP"	"in, on, at (space)"
"incipiebat"	"incipio, incipere, incepi, inceptus"	"V"	"begin"
"incipientes"	"incipio, incipere, incepi, inceptus"	"V"	"begin"
"inclinans"	"inclino, inclinare, inclinavi, inclinatus"	"V"	"bend"
"inclinasset"	"inclino, inclinare, inclinavi, inclinatus"	"V"	"bend"
"inclinato"	"inclino, inclinare, inclinavi, inclinatus"	"V"	"bend"
"inclinavit"	"inclino, inclinare, inclinavi, inclinatus"	"V"	"bend"
"inconsutilis"	"inconsutilis, inconsutilis, inconsutile"	"ADJ"	"seamless"
"incredulus"	"incredulus, incredula, incredulum"	"ADJ"	"unbelieving, disbelieving, incredulous"
"inde"	"inde"	"ADV"	"thence, thenceforth"
"indicet"	"indico, indicare, indicavi, indicatus"	"V"	"point out, show, indicate, expose, betray, reveal"
"indiget"	"indigeo, indigere, indigui, -"	"V"	"need, lack, require (w/GEN or ABL)"
"indignamini"	"indignor, indignari, indignatus sum"	"V"	"deem unworthy, scorn, regard with indignation, resent, be indignant"
"induravit"	"induro, indurare, induravi, induratus"	"V"	"make hard"
"inebriati"	"inebrio, inebriare, inebriavi, inebriatus"	"V"	"intoxicate, make drunk"
"infer"	"infero, inferre, intuli, illatus"	"V"	"bring/carry in, import"
"infirmabantur"	"infirmo, infirmare, infirmavi, infirmatus"	"V"	"weaken"
"infirmabatur"	"infirmo, infirmare, infirmavi, infirmatus"	"V"	"weaken"
"infirmatur"	"infirmo, infirmare, infirmavi, infirmatus"	"V"	"weaken"
"infirmitas"	"infirmitas, infirmitatis"	"N"	"weakness"
"infirmitate"	"infirmitas, infirmitatis"	"N"	"weakness"
"ingredietur"	"ingredior, ingredi, ingressus sum"	"V"	"advance, walk"
"ingressus"	"ingredior, ingredi, ingressus sum"	"V"	"advance, walk"
"inhonoratis"	"inhonoratus, inhonorata, inhonoratum"	"ADJ"	"not honored"
"initio"	"initium, initi(i)"	"N"	"beginning, commencement"
"initium"	"initium, initi(i)"	"N"	"beginning, commencement"
"iniustitia"	"injustitia, injustitiae"	"N"	"injustice"
"innuit"	"innuo, innuere, innui, innutus"	"V"	"nod or beckon (to)"
"insanit"	"insanio, insanire, insanivi, insanitus"	"V"	"be mad, act crazily"
"institis"	"instita, institae"	"N"	"band on a dress"
"insufflavit"	"insufflo, insufflare, insufflavi, insufflatus"	"V"	"blow/breathe in, insufflate"
"intellegant"	"intellego, intellegere, intellexi, intellectus"	"V"	"understand"
"inter"	"inter"	"PREP"	"between, among"
"interea"	"interea"	"ADV"	"meanwhile"
"interficere"	"interficio, interficere, interfeci, interfectus"	"V"	"kill"
"interficerent"	"interficio, interficere, interfeci, interfectus"	"V"	"kill"
"interficiet"	"interficio, interficere, interfeci, interfectus"	"V"	"kill"
"interficit"	"interficio, interficere, interfeci, interfectus"	"V"	"kill"
"interpretatum"	"interpretor, interpretari, interpretatus sum"	"V"	"explain/expound"
"interpretatur"	"interpretor, interpretari, interpretatus sum"	"V"	"explain/expound"
"interroga"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogabant"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogabat"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogantes"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogare"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogarent"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogaret"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogas"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogat"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogate"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogaverunt"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interrogavit"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"interroget"	"interrogo, interrogare, interrogavi, interrogatus"	"V"	"ask, question, interrogate, examine"
"intinctam"	"intingo, intingere, intinxi, intinctus"	"V"	"dip/plunge in"
"intinxisset"	"intingo, intingere, intinxi, intinctus"	"V"	"dip/plunge in"
"intrat"	"intro, intrare, intravi, intratus"	"V"	"enter"
"introduxit"	"introduco, introducere, introduxi, introductus"	"V"	"introduce, bring/lead in"
"introierit"	"introeo, introire, introivi(ii), introitus"	"V"	"enter, go in or into"
"introierunt"	"introeo, introire, introivi(ii), introitus"	"V"	"enter, go in or into"
"introire"	"introeo, introire, introivi(ii), introitus"	"V"	"enter, go in or into"
